Landmark_Name,Landmark_Alternate_Name,BuildType,USE_ORIG,Use_Second,Use_Tertia,Borough,Neighborhood,Address,latitude,longitude,geometry,FID,OBJECTID,Block,Lot,BBL_Code,Shape_Leng,Shape_Area,URL_IMAGE
Manhattan Bridge Arch and Colonnade,"",Monument,"Civic, monument",Bridge enterance,"",Manhattan,Chinatown,Manhattan Bridge Plaza at Canal Street,40.715374,-73.995155,Point,573,1040,289,0,0,687.5827,4519.678,http://www1.nyc.gov/assets/lpc/images/content/designations/0899.jpg
Statue of Liberty,"",Monument,"Civic, monument","","",Manhattan,Liberty Island,Liberty Island,40.689243,-74.04454,Point,31,1238,1,101,1000010101,1196.3356,60488.73,http://www1.nyc.gov/assets/lpc/images/content/designations/0931.jpg
First Reformed Church of Jamaica,Designated,"",Church,"Religious, church, Dutch Reformed","",1,Individual Landmark,153-10 Jamaica Avenue,40.702457,-73.801735,Point,98,1305,10097,10,4100970010,,678.89886,http://s-media.nyc.gov/agencies/lpc/lp/1939.pdf
8 Fulton Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,8 Fulton Street,40.706486,-74.00364,Point,542,1009,74,1,1000740001,168.74849,1285.0715,http://www1.nyc.gov/assets/lpc/images/content/designations/0064.jpg
Baumann Brothers Furniture and Carpets Store,"",Store and lofts,"Commercial, store and lofts","","",Manhattan,"",22-26 East 14th Street,40.735126,-73.99267,Point,787,452,571,7502,1005717502,586.19904,16272.521,http://www1.nyc.gov/assets/lpc/images/content/designations/2123.jpg
Park East Synagogue,Congregation Zichron Ephraim,Synagogue,"Religious, synagogue, Reformed","","",Manhattan,Upper East Side/Carnegie Hill,163 East 67th Street,40.767,-73.96338,Point,789,454,1402,30,1014020030,347.3797,7310.5317,http://www1.nyc.gov/assets/lpc/images/content/designations/1056.jpg
Empire Building,"",Office Building,"Commercial, office building",Apartments,"",Manhattan,Financial District,71 Broadway,40.7075,-74.01251,Point,1426,290,21,6,1000210006,592.5412,15343.151,http://www1.nyc.gov/assets/lpc/images/content/designations/1933.jpg
Saint Bartholomew's Church,"",Church,"Religious, church, Episcopal","","",Brooklyn,Crown Heights North,1227 Pacific Street,40.67816,-73.952034,Point,406,872,1200,16,3012000016,655.89386,24583.34,http://www1.nyc.gov/assets/lpc/images/content/designations/0820.jpg
Eltingville Store,"now Print Shop, designated as Grocery Store",Store,"Commercial, retail, store","Institutional, museum","",Staten Island,Eltingville,Court Place,40.57147,-74.14559,Point,644,1112,4441,1,5044410001,57.315598,203.72214,http://www1.nyc.gov/assets/lpc/images/content/designations/0397-J.jpg
Fort Totten Officer's Club,"",Club,"Institutional, club","Institutional, museum","",Queens,Fort Totten,208 Totten Avenue,40.792164,-73.77777,Point,20,1227,5917,1,4059170001,425.00662,6163.7656,http://www1.nyc.gov/assets/lpc/images/content/designations/0827.jpg
191 Front Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,191 Front Street,40.70661,-74.00399,Point,535,1002,74,1,1000740001,198.1405,1570.3767,http://www1.nyc.gov/assets/lpc/images/content/designations/0056.jpg
Lambs Club,"",Club,"Institutional, private club","Church, other","",Manhattan,Theatre District,128 West 44th Street,40.756504,-73.98459,Point,880,546,996,46,1009960046,357.399,7833.798,http://www1.nyc.gov/assets/lpc/images/content/designations/0859.jpg
Frederick Douglass Memorial Park,"",Park,Cemetery,"","",Staten Island,Oakwood Heights,3201 Amboy Road,40.56371,-74.134926,Point,335,0,4475,300,5044750300,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2682.jpg
Colored School No. 3,later Public School 69,School,"Civic, school","","",Brooklyn,East Williamsburg,270 Union Avenue,40.70859,-73.9504,Point,464,930,3031,5,3030310005,356.3529,7714.932,http://www1.nyc.gov/assets/lpc/images/content/designations/1977.jpg
Poppenhusen Institute,"",School,"Institutional, school, vocational school","","",Queens,College Point,114-04 14th Road,40.7843,-73.85281,Point,1219,83,4067,1,4040670001,706.0176,30451.26,http://www1.nyc.gov/assets/lpc/images/content/designations/0662.jpg
"Gould Memorial Library, New York University",now Bronx Community College,Library,"Institutional, school, university, library","","",The Bronx,"University Heights, Morris Heights",Hall of Fame Terrace at Sedgwick Avenue,40.85873,-73.91391,Point,553,1020,3222,62,2032220062,539.6029,13372.178,http://www1.nyc.gov/assets/lpc/images/content/designations/0112.jpg
Fort Washington Presbyterian Church,"",Church,"Religious, church, Presbyterian","","",Manhattan,Washington Heights,21 Wadsworth Avenue,40.845356,-73.9379,Point,609,1077,2143,38,1021430038,420.51367,8614.398,http://www1.nyc.gov/assets/lpc/images/content/designations/2337.jpg
Richard Cornell Graveyard,"",Cemetery,Cemetery,"","",Queens,Far Rockaway,adjacent to 1463 Gateway Boulevard,40.60041,-73.74994,Point,1247,111,15574,10,4155740010,305.35684,5718.5835,http://www1.nyc.gov/assets/lpc/images/content/designations/0741.jpg
New York School of Applied Design for Women,"later Pratt-New York Phoenix School of Design, now Touro College",School,"Institutional, school","","",Manhattan,Murray Hill/Kips Bay,160 Lexington Avenue,40.744102,-73.98172,Point,1283,147,886,21,1008860021,256.38583,3635.194,http://www1.nyc.gov/assets/lpc/images/content/designations/0949.jpg
